text,label
"through the similarly minded antics of eric stanze a not particularly talented director has helmed a not particularly good movie yet i still found myself sitting through it to the closing credits if for nothing more than to see what happens next br br a rapist escapes from prison and calls up his old flame after capturing her even though she came willingly and threatening her into having sex another event she was also willing to do he reveals that he has kidnapped three guys who wronged her in the past he then decides to kill her huh but is foiled and dies instead the girl's mind snaps or something like that and she takes out her rage on the unlucky chaps in the basement br br alright the writing sucks it's long winded loaded with ten cent words and there is way too much of it br br the acting sucks what a minute what acting br br the filming sucks home video is bad enough but 20 minutes of graveyard footage is just a damn insult br br and the budget is a joke get it 'budget' that was the punchline br br and yet there was a charm to the thing back in the 70's these kind of movies came out in theatres with actual budgets and talent attached to them not in this day and age though if you want to watch this kind of violent sexually exploitive trash don't lie some of us do then this is all your gonna get",0
"though the pieces are uneven this collection of 11 short films is truly a moving and human experience there were some who in the wake of the emotion on the anniversary of the bombings took this to be anti american i don't think thats the case even though some parts might be taken that way if you don't look behind the obvious ultimately the film is nothing except an attempt by people to express their confusion sympathy and feelings about what happened these are stories of people who's worlds have been shaken up by what happened on a tuesday in september br br as i said this film will move you probably to tears its not always easy to watch for example the film from mexico is little more than a black screen with sound but its effect is such as to lay even the strongest of people low if you can be strong you really should see this film it will comfort you and enlighten you and affect you",1
"this movie is a terrible waste of time although it is only an hour and a half long it feels somewhere close to 4 i have never seen a movie move so slowly and so without a purpose this is also a horror film that takes place a lot of the time during daylight my friend and i laughed an insane amount of times when we were probably supposed to be scared br br the only thing we want to know is why such a terrible movie was released in so many countries it cannot be that high in demand br br the supermodel nicole petty should stick to modeling because although she is beautiful she lost her accent so many times in this movie half of the time she is british and half the time she is american",0
"every generation fully believes it is living in the end times this has been true for thousands of years now and movies like this feed on this how did they get the great orson welles to narrate this train wreck this is a documentary about the biblical prophecies of armageddon it tries to link the prophecies as well as it can to what was happening in the times it was made making it obviously dated and kind of silly br br the reenactments look like they are out of unsolved mysteries but without the high production values people should have been embarrassed to take part in this br br in short the movie is dated silly reactionary and useless good if you want a good laugh but not good enough to actually look for",0
"creature unknown is the right word for this movie or maybe it should be called unknown movie this movie is a piece of crap right from the beginning it has a really stupid plot really pathetic acting and so so special effects br br some thirty something year old post teens are trapped in the woods with a mad reptilian rubber suit creature lurking around endlessly what you get with this movie is a bunch of talk and precious little action you have girls walking through the woods talking and then you have guys with heavy mascara on walking through the woods talking the whole thing is so boring br br the creature itself is rarely seen throughout most of the movie when it is shown the picture is distorted to mask the fact that it is a man in a rubber suit and the movement shows that it is a suit hence the reason for the blurring and distortion of the image br br this is not a good movie in any since of the word and the ones here who have praised it are most likely the people that were picked up off the street to act in this truly stupefying movie skip this one for certain",0
"if you see this turkey listed in your tv guide avoid it like the plague br br a steaming great pile of fetid dingoes kidneys doesn't begin to describe how bad this movie is there is only one funny scene the memory eraser scene but even that rates only 001 on the laughometer out of 1000 whoever wrote this turkey should be banned from writing another movie for their entire lives",0
"christopher smith is an obvious horror fan and this is made clear in his debut horror flick 'creep' 'creep' although a little bit loose on information proves itself worthy of a true gory classic a little less glossy than recent us horrors amityville horror remake house of wax remake this dark and gruesome tale follows kate franka potente through the labyrinth of underground tunnels and disused railways as she and a number of others along the way try and flee a murderous attacker though some bad reviews have slated this film i truly believe that on a tight budget and for a uk production from first time director smith that 'creep' truly does live up to its name it delivers fast paced gory action more or less from the beginning sometimes too fast as the story is patchy in some areas but with a perfect location and the best character reaction at the end i've seen in a while 'creep' delivers some scenes that are definitely the stuff of nightmares",1
"a delight mini movie a musical short based on three of cole porter's broadway smash songs bob hope's first credited film is a delight he plays an american playboy millionaire on vacation in paris the film opens with him sitting at a table of an out door café telling his friends about this beauty that takes his breath away suddenly he spots her a few yards away he is so over come his friends tease him and suggest just show her your bank book but hope claims he can win her in less than 30 days with no money they bet polo ponies over the issue and take all his cash and id's hope follows her and when they are alone gushes out a proposal she does not believe he is sincere until he sings to her you do something to me by cole porter but she must leave and he tries to earn money as a tour guide so he can pursue her but when she sees him showing another girl around town disillusioned she wants to drop him he continues to chase her and catches up to her and her family at a race track where he bets his meager earnings on the last race hoping to win enough to impress her through a series of events and large synchronized dance numbers he loses the winning ticket and she decides to marry him rich or poor so he wins the girl the race and the bet and sings two more songs",1
"this rip off of the 1984 hit gremlins is quite possibly the biggest train wreck of a movie ever made even for a 'b' grade movie all other cheap horror movies on the same platform completely dwarf this movie in terms of plot acting and goodness br br it begins with a random old security guard and the younger punky security guard whose name is of no importance why because a few minutes into the film he walks into the 'forbidden' safe and is killed whilst living out his fantasy of being a rock star in a cheap pub br br this is just an appetizer for the scat filled main course the main character kevin struggles various times to prove himself as more than a total pussy perhaps he succeeds within the film but to the audience he proves himself as nothing more than a bad actor kevin gets himself a job with the old security guard and is guided through his security shift in the wait for it abandoned studio lot yes why bother making a set when you can just use the studio itself back to the film kevin somehow opens the forbidden safe and releases the hobgoblins the hobgoblins force people to live out their wildest fantasies and then kill them for some reason they must be returned before sunrise or else or else what exactly br br other characters include kevin's 'macho' army friend nick nick's 'woman' daphne whose character has no more substance than a bitch slut attitude and prostitute",0
"good lord what were they thinking here is your spoiler warning even though i don't think it'll really matter you won't be seeing this piece of trash anyway br br a group of handpuppets go chasing after a group of really stupid people who go on a really stupid hunt for them to try and kill them and the puppets complicate things by letting them live out their really stupid fantasies in other words the whole thing is really stupid br br you know it has to be bad when even mike and the bots can't save something and they didn't i know some of their lines were funny like what to add to the sign hit and the hand comments but geez this was pretty dang sad br br all i can say is do not watch this piece o crud it is not worth your eyes",0
"it's a bad season for bollywood with all the big releases with a massive hype surrounding proving to be duds at the box office london dreams is no exception to that let's dissect it it's all about chasing your dreams and how far will you go to achieve it sounds impressive right but unfortunately the film is not br br arjun ajay devgan is an aspiring musician who wants to make it big someday his dream is to perform in wembley stadium in front of a cheering 90 000 audience calling out his name he is joined by two brothers zoheb wasim debutants aditya roy ranvijay and a ravishing priya asin together they form london dreams their dream band after impressing the chief of a record company they become overnight sensations arjun is secretly in love with priya which he doesn't want to reveal till he achieves his goal arjun then brings his childhood friend manjit khosla aka mannu salman khan a carefree flirtatious guy who has got no ambitions in life to join their band mannu is a trained musician and a real talent for whom later arjun become envious for mannu's superior skills and his affair with priya arjun with the help of zoheb plans to blight mannu what happens next forms the rest of the movies br br coming to the technical aspects we feel only the shadow of vipul amritlal sha whom we have admired in namaste london felt like he simply visualized the screenplay to cut it short a glorified cameraman",0
"i had seen this film many years ago and it had made a lasting impression on me alas i have hardened to many films over the years and did not expect to be impressed by 'kalifornia' upon watching again recently i am pleased to say that it is every bit as unnerving and watchable as it was ten or so years ago br br there are two things which really give this movie its power the first is its cast we have a staggeringly disturbing turn by a young brad pitt as early grace knowing pitt as we all do as one of the most enduring heart throbs hollywood has ever had it is refreshing to see him play such a vile unattractive character pitt pulls the show off without resorting to white trash cliché or parody and manages to remain genuinely terrifying throughout the movie br br juliette lewis is equally impressive as grace's tragic girlfriend playing the character like a ten year old girl with a forty year old's life experience lewis manages to evoke pity for her character's station in life as well as contempt for her naivety but she underpins her performance with the kind of subtlety rarely seen by an actor so young personally i think it's a tragedy that neither pitt nor lewis were nominated for any awards for their performances here br br david duchovony and michelle forbes are both perfectly cast as the yuppy couple who unwittingly end up travelling across the us with pitt and lewis duchovony",1
"it was life changing it really was the man in the moon is a breathtaking experience to watch the acting was fabulous the story line was great and this was a perfect start for reese witherspoon's career i don't see how anyone couldn't love this film sure it's not the best movie ever even though it was close to it but it was highly amusing to watch and i even had a big laugh at one of the jokes and a lot of other little laughs of course there was some cry your heart out moments too but this movie was enlightening and it brightens up your day although you have to get a little depressed from the story every now and then i can't believe this movie didn't win at least one award and i also can't believe that it's been seen by so little people on this site see this movie if you haven't for it is definitely touching",1
"director fred schepisi roxanne directs this well intentioned but inferior comedy about albert einstein matthau trying to hook his scientific niece ryan up with ordinary guy tim robbins in order to get her to relax and enjoy life in the 1950's to get ryan to like robbins einstein tries to make robbins look like a brilliant scientist the idea is cute but the film falls flat with corny situations and silly dialogue tim robbins meg ryan and the terrific supporting cast do their best to keep this silly comedy afloat but are unable to rescue the film its unfortunate that so much talent went into producing such a lackluster movie i would not recommend to anybody unless they are huge fans of meg ryan",0
"i found out about this film because jewish ben chaplin from game on was in it game on is a funny british sitcom and apparently he left because he wanted to break into hollywood and star in this film he failed thank god br br the film is a very simple romantic comedy with janeane garofalo playing an ugly woman who uses her neighbour uma thurman to date ben chaplin because she thinks ben chaplin won't like her because she's ugly the film is just bad for so many reasons the plot is unbelievably predictable from the overtly slapstick bits to the serious mushy bits ugh just that montage where all three of them are having fun and then the photograph bit those two scenes made me cringe janeane's character is sickeningly arrogant and guessing from her role as stand up comedienne and arch feminist is in real life too she claims that the film is anti feminist when in fact it's just realistic men more often than not go for looks over personality it's interesting to note her hypocrisy too she'd been a feminist and comedienne for years before taking this role and then suddenly decides afterwards that the film was bad i imagine she hated the idea and script of this film before it was released but she made sure she kept that quiet so she could get paid for this travesty of a film i mean come on she acted in it for heaven's sake what this film was really was anti men",0
"if i could give it a zero i'd change my mind and give it a 10 instead absolutely horrible movie with no movie plot doesn't make sense of what is happening just plain boring please don't waste your money on this one pleaseee this movie could have done so well if it truly depicted the real zodiac killer's story but nopes i didn't feel anything but disgust while watching it do yourself a favor and rent some classic movies instead its better to watch a movie you've already seen like 3 4 times than watch this crap i don't understand why people even bother to make such movies when they know its not going to do well zodiac killer should be called 'boriac killer' instead",0
"the fact that there are positive comments about dan in real life on the imdb just makes me realize that their junket staff are hard at work trying to get people to watch this utterly horrific film br br i have no words no idea where to start to describe the truly awful film i sat through last night dan in real life steve's characters in previous films led me to believe that i would feel something for his character and enjoy the dialog but like other posters i felt uncomfortable and embarrassed for the cast br br the dialog was so contrived the family was this cookie cutter walton's family and the film has been so many times before that i am shocked someone thought it was an original idea br br do yourself a favor and take a pass on this terrifyingly bad movie and don't believe everything you read on the imdb since the first comments were clearly written by folks sitting in a different theater watching a good film",0
"though i saw this movie years ago its impact has never left me stephen rea's depiction of an invetigator is deep and moving his anguish at not being able to stop the deaths is palpable everyone in the cast is amazing from sutherland who tries to accommodate him and provide ways for the police to coordinate their efforts to the troubled citizen x each day when we are bombarded with stories of mass murderers i think of this film and the exhausting work the people do who try to find the killers",1
"never viewed this 1971 film and was greatly entertained by this great production created by the walt disney studios and great animation creations angela lansbury eglantine price played an outstanding role as a woman who had taken a course in witch craft and was an apprentice who was beginning to fly on a broomstick and had quite a few difficulties taking off eglantine discovered many tricks and was able to make a bed travel to different parts of the world however eglantine missed her final exams to becoming an accomplished witch mr emerlius browne david tomlinson was the person who sold eglantine this course in witchcraft and he tries to help her in every way possible to find her solution eglantine has a purpose to her madness and that is to stop the nazi's from evading england great family entertainment and we need more films like this today",1
"of the ten actors who portrayed philo vance in the series edmund lowe seemed the most personable but in this script the audience is way ahead of the famed detective after all when the jockey douglas walton stares blankly in space obviously hypnotized and says something like i must ride and be killed i felt it was dumb that no one picked up on it after he does get killed the police thought it was a suicide because he said he would do it after hated horse owner gene lockhart gets shot and killed frieda inescort does the same thing saying she's going out to be killed and then fatally jumps off a bus i laughed when lowe finally yells i got it as though it were a revelation the guilty party however was cleverly concealed and there was considerable suspense generated when that party starts to hypnotize lowe to get him to jump off a roof",0
"debbie reynolds toe taps tangos and yes tap dances her way through this ordinary thriller which has a distinctly fabricated '30s atmosphere two ladies brought together when their sons commit a murder try starting their lives over by running a tap dance school for tots in hollywood trouble is one of them is plagued by neuroses can you imagine this thing 10 years earlier with robert aldrich directing bette davis and joan crawford nahh bette never would have allowed joan so much screen time to strut her stuff and i can't imagine bette davis in the other role tap dancing her heart out this is a purely bogus piece of macabre written by a slumming henry farrell whose idea of a good shock is to stage the mass murder of a group of rabbits not an ounce of honest fun in the whole tepid package 1 2 from",0
"i liked this movie because it basically did more with less it could have been made more interesting if they had kept it confined to the studio even more though some of the plot elements would have been harder to develop br br the guy playing the dj did a good job of showing someone spooked out and haunted by his memories i also found his dialog with the callers pretty funny br br while parts of the movie you can see coming a mile away other parts you do not expect to turn out the way they did br br i thought it was a pretty minimal ghost story for the most part concentrating more on the living side of the equation the last 5 10 minutes were pretty well done as everything is being revealed br br while it was a shorter movie it felt to be just about the right amount of time to tell the story any more and it would have started to drag",1
"caught this on ifc yesterday and can't believe the positive reviews am i the only one who thought these ladies were anything but kate tells jed she could get fired because she's supposed to be a pillar of the community but puts out for him then they suddenly decide they're in love and she's so devastated over his death she doesn't go to his funeral much less tell his family the good news by the way how did an american get to be the headmistress of a very proper british school janine should have been kicked off the force for her inexcusable abuse of power but nothing happens and she winds up boffing a con she brought in for questioning and the less said about molly the better br br as for the guilt janine and molly feel over jed please it's the punk's own damn fault he got turned into roadkill where's the guilt over poor gerald who gets puked on if only i could do the same to the bozos behind this movie",0
"murder by numbers is one of those movies that you expect is made for tv but isn't considering the only actor of any note is bullock although michael pitt seems to be moving onto bigger and better things it isn't a great surprise that this movie quickly fades away from memory to be replaced by more important things like remembering to lock your front door when you go out or putting clothes back on when you come out of the shower br br bullock plays cassie mayweather a cop with personal issues don't they all together with her new partner a wet looking ben chaplin she is called to investigate the murder of a young woman nothing unusual there except that the perps are a couple of teenage students who think they've planned and executed the perfect murder as the investigation continues a battle of wills emerges between cassie and the main suspect richie haywood ryan gosling br br the crippling issue here is that the two leads are hopeless bullock though she is very nice to look at is about as believable in the role of a hardened cynical cop as rodney dangerfield actually he'd be better chaplin for his sins is a complete non entity and i feel sorry that he has to put this film on his cv in his attempt to break into hollywood at least gosling and pitt as the conniving sneering suspects acquit themselves adequately as if dodgy leads weren't bad enough a story that would send anybody to sleep",0
"this movie was based on actual fact i sincerely hope not br br we get to see what appears to be numerous armed cops empty an equal amount of guns at 2 guys who only got armored torso's that's a great idea aim for the armor excuse me but how about those big fat unmissable heads or their legs for crying out loud or were there invisible tanks protecting them were they from crypton did i miss something here br br this movie started out decent enough but after 20 minutes of shoot out it really takes a turn to boringlane br br and that documentary style didn't work for me either but thats just something one finds likable or not br br highly unbelievable stuff which makes it hard to see it through 'til the end br br 3 10 for the fine editing",0
"this is not the stuff of soap operas but the sort of conundrums that real people face in real life a testament to the ensemble and director for the powerful story telling of fallible characters trying to cope but not quite succeeding",1
"i think i should start this in saying that nearly any style of work can be entertaining in parts the true test is whether it is good from start to finish which is the reason i gave the analogical title for this review most of us would agree even those like me who enjoy reading many blogs that blogs can't compare with good novel writing for a number of reasons likewise fem can't compare with good film making for a number of reasons and i actually believe it's a poor example of independent filmography from start to finish fem feels like a pieced together vlog heck even myspace gets some pimping if i wanted to see an hour of lonelygirl15 i don't i'd go watch it fem while certainly grittier than the bubble gum atmosphere of the aforementioned media is so personal that it is without an interesting story it's like watching the mundaneness of life which i think most would agree is very naturally boring and yet the creators of fem want us to applaud it their very postmodern film about making a film cue my yawn br br ultimately i come away not caring the least bit about any of it i'm shocked that i'm actually interested in taking time out to write this review even it's not that fem is downright bad because it isn't it has a few moments where i crack a smile or think that maybe just maybe something of interest is about to happen it's rather that it's just",0
"the subsequent two seasons of this original series was less than lacklustre the latter seasons disastrous reshuffle contributed to its three season short life span maybe if the plug was pulled after the first season it would've gained a cult following br br aside from that the first season was truly hilarious witty clever with superb writing it was promising the first season's excellent brew had the right ingredients characters actors storyline and so forth plus a comedy about a paparazzi reporter was original to boot nora and her fellow photographers on the prowl night after night day after day for the exclusives br br a lot of things don't make sense to me like how this show and another fav of mine gross pointe never made it if only the first seasons of the naked truth and grosse pointe were released on dvd please anyone out there",1
"nacho vigalondo is very famous in spain he is a kind of bad showman who can make you feel sick very embarrassing nacho had made some commercials in tv i remember one in which nacho was looking for paul mc carney around madrid the commercial was about a mc carney cd collection br br this little movie is like a nacho's commercial bad storyline bad directing and awful performances i can't believe that a disgusting movie like this was in the kodak theater poor oscar br br nacho could made this movie because of his wife the producer of this 7 35 a woman very well connected with spanish tv business men",0
"this is a very entertaining flick considering the budget and its length the storyline is hardly ever touched on in the movie world so it also brought a sense of novelty the acting was great p'z to dom and the cinematography was also very well done i recommend this movie for anyone who's into thrillers it will not disappoint you",1
"sure he became rapidly uneven after this film but from knife in the water up till the tenant roman polanski could always be counted on to deliver something fascinating and unique despite many running themes alienation paranoia no two of his films are really alike the story of this is somewhat similar to his own repulsion from ten years earlier but the tone is completely different the tenant manages to balance darker than dark absurdity i'm a bit hesitant on calling it humor even though the protagonists bizarre behavior and dialog was occasionally funny with some truly suspenseful paranoia polanski was always a master at building unease and moments in this film are almost unbearably creepy the overall weirdness of the film is also a plus br br in addition to polanski's exquisite as usual direction the rest of the cast and crew offer great contributions polanski the actor is often overshadowed by polanski the director but his performance here truly captures his characters awkwardness and sense of being an outcast the themes of social discrimination make this film more than just strangeness for the sake of being strange the rest of the cast offers strong performances also especially isabelle adjani's sympathetic turn and melyvn douglas and shelley winters' appropriately annoying ones the tenant is often underrated because of how ready people are to heap praise on both repulsion and rosemary's baby but its just as brilliant as either of those classics 9 10",1
"a real blow up of the film literally this british film is boringly made br br what an exciting plot a terrorist places bombs on a train how could the writers and producers of this stinker turn this into such a dull story br br glenn ford as the expert called upon to defuse the bomb is given awful writing material to work with naturally just as he is called in his wife anne vernon is about to leave him no wonder we never heard of miss vernon after such a film it would be enough to end her career br br that elderly man who loved trains and interferes is our 1953 version of senile dementia i thought it was highly insulting to show this man even at the end",0
"this is one of the best animated family films of all time moreover virtually all of the serious rivals for this title came from the same creative mind of hiyao miyazaki and his studio ghibli specifically other great films include my neighbor totoro and kikki's delivery service spirited away is quite good but a bit too creepy for typical family fare better for teenagers and adult the one thing that sets laputa castle in the sky apart from other films by miyazaki is that it is far more of a tension filled adventure ride br br why is this film so good because it's a complete package the animation is very well done and the story is truly engaging and compelling br br most japanese anime is imaginative but decidedly dark or cynical or violent and the animation itself is often jerky stylized and juvenile none of these problems plague castle in the sky it has imagination to burn and the characters are well drawn if slightly exaggerated versions of realistic people none of those trench coat wearing posers there is plenty of adventure but not blood and gore the animation is smooth detailed and cinematic ally composed not a lot of flat shots the backgrounds are wonderful br br the voice acting in the dubbed english version is first rate particularly the two leads pazo james van der beek and sheeta anna paquin the sound engineering is great too use your studio sound if you've got it br br one aspect that i particularly enjoyed",1
"this was a great movie with a good story my children 10 7 5 and 4 all loved this movie including myself the music was also fantastic no the horses do not talk but instead the story is told by spirit and to hear a story told by a horse's point if view was fun br br i think the title says it all spirit this movie really gives you a sense of family and home and friends i would have to say my 4 year old boy and 5 year old girl were really touched by this movie and even got so into it they laughed so hard and they cheered for spirit in the end br br enjoy spirit with your family and have your spirit lifted with this heartwarming story your kids will love it i think you will too",1
"i though this would be an okay movie since i like zombies and horror movies in general but i did not think it would be such a piece of sh t like it was the only zombie in the movie is at the beginning and he gets ran over by a god damn car the movie looks to be written by a porn director and filled by porn actors i wouldn't ever call them actors the costumes seems to be stolen from a local school play its seems like a road movie with almost no monsters there is no fun at all in this piece of sh t only horror but not in the way the director intended i would rather be raped by a pedophile than see this movie ever again ugh",0
"i saw this movie first on the berlin film festival and i had never seen hong kong cinema before i felt like sitting in a roller coaster the action was so quick and there wasn't one boring moment throughout the film it has martial arts love special effects and a fantastic plot my favorite scene is when the taoist drinks sings and fights for himself one of the many scenes which stress the extraordinary musical component of the movie this film is a definite must",1
"i'd just like to say that i've seen this film twice now and i love it the acting is great and even though it is a similar plot to raise your voice i think that the plot never gets boring for people who like that kind of thing it has some great lessons in it and shows us that we can do anything if we try an incredible film i am sure that this is one i will be watching for a long time to come even though britney spears write the book it is quite a realistic plot maybe not about the falling in love part but the part about being different and struggling but coming out best in the end is very true to real life the only minor criticism is why is the main girl in these films always beautiful do you really think that holly would have met the perfect guy of her dreams if she was ugly or average i doubt it",1
"how can a movie with amy posey and raechel have nothing funny in it believe it or not 'house bunny' did this better and funnier hopefully the principals had a good holiday and got some money this movie is an embarrassment to all of them it is a cliché from beginning to end clichés can work well with a script or at least an idea this movie does nothing but use cliché after cliché rather than ideas or script it uses the preexisting persona's of the actresses rather than develop characters bad sad and rubbish now i apparently have to have ten lines of text for a comment really why as an it ops manager this is another example of sloppy coding",0
"four great stories from master robert bloch adapted to the screen by the best actors in the field in the early seventies are the base of this excellent amicus' production this was a kind of movie very popular in the sixties till the mid seventies and it's one of my favorite type of horror movies this one in particular shines for the episode sweets to the sweet where christopher lee is stalked by his evil little girl child heiress to her mother tradition great fun from start to finish and good to very good are also the other three episodes with the last one a bit on the comic side but with the great addition of ingrid pitt the most famous vampress of the english cinema",1
"ll cool j performed much better in this movie that i expected he did a fabulous job acting as a renegade cop within a renegade department from the very beginning he does a great job of building viewer empathy for his character and the predicament he's in he acts as a sort of gentle giant a person whose rough exterior can scare anybody yet whose heart is clearly in the right place from the very start and he does an amazing job he was quite clearly the best character in the movie br br this was certainly a performance that will not win morgan freeman any awards after starring in powerhouse films like the shawshank redemption this film was certainly a step down his role in edison simply did not allow him to show his true talents as an actor and in terms of the conglomeration of characters placed him sadly on a back burner there are so many ways his character moses ashford could have taken a more pivotal role that he didn't was disappointing and a true let down i was hoping to see more from him in this film br br timberlake ought to have stayed in the music industry his portrayal of a young journalist was poorly acted and unpersuasive this movie is a typical action movie that at least initially bears some resemblance to corrupt police affairs la has experienced in the past being an action movie it has its share of shoot em up scenes blood and guts these scenes",0
"there is one great moment in surviving christmas that almost makes it worth the pain james gandolfini cracks a shovel over ben affleck's stupid head br br this movie serves as yet another unfortunate example of james gandolfini proving what a great actor he is whilst simultaneously besmirching his career by acting in this film br br young and wealthy ad exec drew latham ben affleck has been inculcated into believing that one must never be alone on christmas and there from the outset is the underlying problem with our suspension of disbelief in this idiotic movie how many people of drew's social standing in 2004 truly care one way or another whether christmas is spent alone or with half the family or with a fifty dollar prostitute storyline finds drew buying off a family to spend christmas with on the condition that they pretend to be his own insensately ignoring all the indications to the contrary that his money has not bought the emotions he was seeking br br for 250 000 a surly suburban truck driver tom valco james gandolfini and his disheveled wife christine catherine o'hara agree to be drew's ad hoc family against protests from their son brian a very one dimensional josh zuckerman and daughter alicia a very soft focused christina applegate drew then spends the rest of the movie supposedly recapturing his youth or something the messages in this movie are as twisted and illogical as its dry mouthed storyline fraught with overt psychoses drew plasters a fake smile on",0
"i originally came across linda feferman's seven minutes in heaven when i was 14 and worked at a video store and i loved it i recently watched the movie again and have realized that it is a lost treasure the movie stars jennifer connelly almost twenty years before she would go on to win an oscar for beautiful mind as natalie becker byron thames plays her best friend in the world jeff moran the film is definitely a milder cuter and softer version of the pretty in pink's and some kind of wonderful's of the 1980's which is exactly why it is so good it's honest not forced like those films and parents will enjoy watching this movie with there kids br br when natalie's dad leave home on a business trip jeff convinces her that he should move in because his home life sucks with support from natalie's friend polly played exquisitely by maddie corman she lets him but this movie isn't about putting kids in situations and seeing what they can get away with the three leads are so natural and the script surprisingly so honest that what comes through best in their performances is heart breaking these characters really do care about each other it's a great film to show to kids who are reaching pre teen adolescence br br",1
"the only good part about this film is the beautiful scenery this movie was long and boring the minister should have retired from the pulpit the time his son paul strayed from the teachings he proclaimed how many times can his boys take the lord's name in vain in this film being from a presbyterian background it doesn't fit i wished paul was swept down the river without a boat at the very beginning to spare us the silly smirkish selfish story of paul brad pitt so norm becomes a teacher and paul becomes a compulsive gambler who norm wants to rescue but doesn't so what it's very uninteresting we see the prejudiced whites being stood up to by paul because of his native american girl that was the only part that had some interest and maybe could have been developed into a real 'wild western' what we only see is a sleepy town where the two minister's sons have nothing to do but 1 norm chase a lame girlfriend and deal with her family and 2 paul make up dumb stories at the newspaper shop while scratching his head and take a lot of swigs and tie a lot of flies i'd rather watch a show about fishing that that film again which will be never",0
"director alfred green's melodrama baby face with barbara stanwyck ranks as one of the more notorious of the pre code movies these films were produced before the production code administration had the power to enforce its rules in 1934 inspiration scenarist gene markey and midnight mary scribe kathryn scola penned the screenplay based on mark canfield's story about the rise and fall of a girl who used her sexual charms to acquire wealth and position in society incidentally mark canfield was a pseudonym for producer daryl f zanuck these pre code films today seem tame but they aroused controversy galore and contained more racy material than most movies until the late 1950s when the code began to erode the themes that the filmmakers explore are women versus men women versus women and women versus society our crafty protagonist does enough skulduggery that all themes are about equal br br lily's worthless father nick powers robert barret of distant drums operates an illegal speakeasy bar during prohibition when the thirteen amendment outlawed liquor and brews his own booze in a still out back nick is such as an obnoxious fellow that he pimps out her beautiful but hard working daughter lily barbara stanwyck of night nurse but lily refuses to help her father out with a sleazy local politician the politician ed sipple arthur hohl of private detective 62 vows to retaliate for lily's refusal to accommodate him later nick chews his rebellious daughter out lily reproaches him yeah i'm a tramp and who's to blame my",1
"the screen writing is so dumb it pains me to have wasted 2 hours of my life i'll never get back where have i heard this before the acting is so so things change often enough to keep you watching and waiting for something gruesome to happen nevertheless there isn't a single original thing in this movie while the first cube was a nerdy horror movie which didn't make a whole lot of sense in the end cube zero has picked up on that and tries to retell exactly the same story except this time it makes an obnoxious point of trying to spoon feed explanations for every detail that the first movie didn't answer the comic thing is the director recycles the exact scenes of the first movie that were somewhat weird and tries to explain them but the scenes are just copied over there is no coherence whatsoever this script is sooo pointless i can imagine it being written by some half wit 15 year old with a baseball cap and a pack of beer for a class project the best part is in the end they cripple the 'good' wunderkind guy and he becomes the retarded fellow in the first movie and you see him when they find him 'this room is green ' in cube 1997 goodie gooodie clap clap what a twist first of all what about if you haven't seen the first one this doesn't make any sense you nitwit director oh another great idea instead of the numbers to",0
"there are probably more people afraid of the dentist than of let's say little monsters or scary looking dolls which makes it a perfect subject for a horror movie really br br dr feinstone corbin bernsen has been a successful dentist for several years now but when he catches his wife cheating on him with the poolguy he snaps and he brings his anger and frustration to his work well give a mad dentist a drill and a mouth and you can probably guess what happens next br br as i said brilliant idea but not delivered as well as it should in particular the ending is a huge let down last note watch for mark ruffalo you can count on me eternal sunshine in this one br br 5 10",0
"i remember this movie from the 50s when i was in college it is one of the funniest satires of american westerns that i have ever seen i'm only sorry that i have not been able to see it recently and that it is is not out on tape or dvd it is a real treat",1
"this movie maybe really bad but it is alot of fun the bad acting and poor direction enhance the film's hystericalness the twins are very funny in their conanesque roles if you go into this film expecting the first conan or excalibur than you will hate it if you watch it while in a good mood and accept it as good dumb fun you will have a good time watch for the scene where they try to hang the brothers its funniest scene in the film i wish mystery science theatre 3000 would have done this",1
"this is a very cheaply made werewolf flick the video is dark and poorly lit the audio is uneven and poorly recorded and mixed the script is cliche ridden junk with the usual characters like the tough detective who shoots werewolves with his silver handgun filled of course with silver bullets the acting is as wooden as the characters the fx are non existent lots of extreme close ups of werewolf jaws and biting the only thing that is shown is lots of soft core t a instead of dropping 30 for this tripe check out a really great recent werewolf pic dog soldiers with sean pertwee",0
"perhaps the biggest waste of production time money and the space on the video store shelf if someone suggests you see this movie run screaming in the other direction unless of course you're into self abuse",0
